synchrony_neck_to_r_sho,synchrony_neck_to_l_sho,synchrony_r_sho_to_r_elb,synchrony_r_elb_to_r_wri,synchrony_l_sho_to_l_elb,synchrony_l_elb_to_l_wri,synchrony_neck_to_r_hip,synchrony_r_hip_to_r_knee,synchrony_r_knee_to_r_ank,synchrony_neck_to_l_hip,synchrony_l_hip_to_l_knee,synchrony_l_knee_to_l_ank,synchrony_neck_to_nose,synchrony_nose_to_r_eye,synchrony_r_eye_to_r_ear,synchrony_nose_to_l_eye,synchrony_l_eye_to_l_ear,normalized_distance
0.05972759440660014,0.03801540784794988,0.7854402675978507,0.06629201579401034,0.5622148815168952,0.35597276940247524,,,,,,,0.5749762960044212,0.5,0.1565810537111192,0.403318310381354,,-1
0.029563947739251417,0.016737708356573733,0.7523932623167146,0.06822100266471098,0.5717896466727106,0.9587144001601529,,,,,,,0.6040403982897253,0.5187025592412766,0.1977734442165342,0.5187025592412766,,-1
0.05950280413722031,0.02801361705094929,0.6856708841515795,0.08858553278290482,0.6679354361546249,0.13626511377921147,,,,,,,0.6825082719436038,0.5495273719841547,0.11997394693870944,0.410777848293552,,-1
0.04900655596821213,0.02975458357141736,0.6868968297484155,0.07797913037736914,0.603821567169265,0.8580001934898677,,,,,,,0.6839518997798446,0.5872702101611986,0.16083886226370447,0.5832312920688385,,-1
0.058930171515415464,0.033591587053408034,0.6378918963082727,0.35728809202418144,0.6014154111641878,0.8955561935630407,,,,,,,0.6547254178581241,0.6288810584091566,0.24318706744502294,0.5281312047390561,,-1
0.05056710626314653,0.03172551743055352,0.6360009687331757,0.273379943081381,0.6124963517266424,0.8480059040747034,,,,,,,0.7123887308159412,0.6288810584091566,0.25,0.49064064267835394,,-1
0.048034814355115474,0.05256845671125332,0.653033596784488,0.5082699067563581,0.6054887761815393,0.8927119079758187,0.7953746483163747,,,,,,0.6381822067052344,0.5962163246195263,0.24017407585887152,0.4270332094089093,,-1
0.03988552139936352,0.05256845671125332,0.6883120364631328,0.3753670962951732,0.6101081751644176,0.9612623928554087,,,,,,,0.6132390768302053,0.6170971895388152,0.28839570621680366,0.46787559820908864,,-1
0.04858979034752886,0.07797913037736937,0.6078636969775721,0.43792312087880714,0.6134067099877356,0.7761037806516635,,,,,,,0.6271240759611805,0.6475836176504333,0.27406841101771406,0.44100191513247156,,-1
0.04681649456378145,0.0916908965653056,0.5881293710341527,0.440046829158653,0.6070484237669912,0.7788579383763046,,,,,,,0.6490710361987788,0.6614144672170952,0.3157120645717687,0.42202086962263063,,-1
0.07219231551064731,0.09501516093917983,0.5798131619226479,,0.6038395169186243,0.7299228847110908,,,,,,,0.6601246098126237,0.6552831612660566,0.3113828092869708,0.48175632062274243,,-1
0.05624817586332109,0.08074697266966724,0.6454880971482437,0.08123633979411804,0.586210786312746,0.7545254280542207,,,,,,,0.644071815560421,0.6451722252496588,0.28022406683891954,0.47165463748689895,,-1
0.05158560825634928,0.0696044872730639,0.6817147290951855,0.09585942005887882,0.5971289006011935,0.7667377083565741,,,,,,,0.6055888010890932,0.6336127696089175,0.29173413390584857,0.4666166335694749,,-1
0.05158560825634928,0.0696044872730639,0.6729238739695266,0.022300976085617097,0.5917945974530471,0.5554856754167419,,,,,,,0.5495273719841547,0.5693061650678275,0.3016780817294379,0.4930813096290647,,-1
0.040767984988528516,0.08371382310829001,0.6572774771229881,0.1394967659446643,0.6016978510955511,0.4548327646991335,,,,,,,0.5391794778213399,0.5628329581890013,0.3034142737272275,0.5117838688703414,,-1
0.04362951834432349,0.06719309487228942,0.7002149441784049,0.009681044818176554,0.5946731440014398,0.4656188002042133,,,,,,,0.5434650596215849,0.5495273719841547,0.3412911982838618,0.5178637999541568,,-1
0.03281189507650284,0.06719309487228942,0.7063787800519983,0.006420366076777428,0.6034703847430407,0.6200821052377014,,,,,,,0.5671930948722894,0.5847506594614322,0.32739220439314765,0.47840050243981636,,-1
