synchrony_neck_to_r_sho,synchrony_neck_to_l_sho,synchrony_r_sho_to_r_elb,synchrony_r_elb_to_r_wri,synchrony_l_sho_to_l_elb,synchrony_l_elb_to_l_wri,synchrony_neck_to_r_hip,synchrony_r_hip_to_r_knee,synchrony_r_knee_to_r_ank,synchrony_neck_to_l_hip,synchrony_l_hip_to_l_knee,synchrony_l_knee_to_l_ank,synchrony_neck_to_nose,synchrony_nose_to_r_eye,synchrony_r_eye_to_r_ear,synchrony_nose_to_l_eye,synchrony_l_eye_to_l_ear,normalized_distance
0.718487530143243,0.7258126314406993,0.4122961746416791,0.7766365174349725,0.41751867797479447,0.7888223978218137,,,,,,,0.22943275647267664,0.3646757660830652,,0.6580662655416865,,-1
0.718487530143243,0.7094926235030792,0.40507617696832554,0.7607544321371519,0.35246800382557053,0.785666153120125,,,,,,,0.20370473471085293,0.3903799228546181,,0.5205290029554954,,-1
0.8003428917760331,0.8156354664144847,0.396355903601749,0.7589023301167797,0.4011322633766433,,0.8112789880965479,,,0.7437781533315757,,,0.23717540721210845,0.6833817931306112,,0.6559582607547386,,-1
0.794209192724817,0.8230199012634897,0.4002280708350683,0.7511073755351662,0.4159951886646921,0.7988043735020881,0.8085587272906635,,,,,,0.2651449556559194,0.9764322622593153,,0.668587948283614,,-1
0.8074556658818499,0.8079646849597472,0.3932887153499598,0.7491945658048688,0.3825265454939004,0.7740244425616974,0.7693309135985311,,,,,,0.2580564393920584,1.0,,0.69547138402424,,-1
0.8312393669236897,0.8159703521520808,0.4532335008425531,0.24223788318168685,0.4455511710999954,0.7351840117193329,,,,0.8189423864055281,,,0.28839180637003337,0.9999999865842415,,0.6432638227209128,,-1
0.8270555145955187,0.8097437662175787,0.3052804794082645,0.7959135652899856,0.4869013116149963,0.6811878266145508,,,,0.8657845391939911,,,0.32947063227780754,0.9063670108724369,,0.5105216827419272,,-1
0.8087931004108204,0.8014767708382364,0.26747320066817204,0.9986353294806819,0.48050058158760556,0.6724188959868176,,,,0.855609258504334,,,0.3612434914561277,0.9275577583149213,,0.5577158767526089,,-1
0.8199991919488501,0.857584797413387,,,0.4807919543444137,0.7048327646991336,,,,,,,0.3495884829657543,0.9108084721063112,,0.5634510348611071,,-1
0.7895992743133184,0.8422982622243533,0.382718021977822,0.7421542824241414,0.46401617353495783,0.6975416248176797,,,,0.8557332740045187,,,0.3495884829657543,0.8712953488368098,,0.6163803869802866,,-1
0.7835936055674224,0.8377464108801984,0.4246344008459987,0.9874894296477041,0.45021418003052494,0.7133943815144275,0.864815200467848,,,0.8365360642072976,,,0.3548260625982858,0.9999999905136262,,0.7048327646991335,,-1
0.7895992743133184,0.8328973877828076,0.41113918364662416,0.8910124419488932,0.452031257951259,0.731048090660166,,,,0.8213851297322012,,,0.3597553541061413,0.9697076556232628,,0.7556541120313652,,-1
0.7835936055674224,0.8328973877828076,0.3962377638719886,0.9154136329847786,0.4433574731640483,0.7401298783947391,,,,0.8116456194950336,,,0.3597553541061413,0.9999999905136262,,0.7556541120313652,,-1
0.7895992743133184,0.7921082209630467,0.3208047130448909,0.9696435061099437,0.43340497725041083,0.7238496095190123,,,,0.8115343183846033,,,0.3853227293055809,0.9074927741063679,,0.6488055305972344,,-1
0.7895992743133184,0.8177753567497403,0.4381971562638003,0.8369289651394446,0.4367973670126295,0.7070287936930454,,,,0.8112961516271521,,,0.3688325682233862,0.9225247857108162,,0.6256659163780024,,-1
0.8238454920889389,0.7758096350515429,,,0.43378892240070765,0.714151327256499,0.8949540452527379,,,0.8152824835431738,,,0.36776643255267916,0.9679670727495615,,0.5903344706017332,,-1
0.7996982603738194,0.7749528121875189,,,0.438233140501874,0.7252086410665984,,,,0.8212502769550605,,,0.36996995348733086,0.9855338591935635,,0.6628527901751158,,-1
0.8574246773052212,0.7826483393321625,0.2671306485875137,0.33692896513944426,0.4266462519944748,0.6995387514133231,,,,0.8254152717586991,,,0.37104597630347913,0.9063670108724369,,0.7136741375073477,,-1
0.8308584548576353,0.7908574961039205,0.3014360157386855,,0.42997060701218204,0.7169702301958315,,,,0.8465619867912276,,,0.3728844775375221,0.9222081382500517,,0.6836199598880627,,-1
0.8186015657148416,0.7745589101924166,,,0.44031222399901493,0.7013578004540316,,,,0.8213851297322012,,,0.39697109136444103,0.9063670108724369,,0.583221696495916,,-1
0.8347062205212383,0.7753041523664775,0.2701896627706166,0.8743340836219975,0.44628275252521576,0.6857080426029992,0.8704285816446065,,,0.8562930961702284,,,0.3756995813660699,0.9225247857108162,,0.5634510348611071,,-1
0.7895992743133184,0.8014767708382364,,,0.42960837870005664,0.6743772577008997,0.8627604538885534,,,0.8515348705617891,,,0.3914765858003383,0.8656138102554212,,0.6432638227209128,,-1
0.7921501025710382,0.7875013366283543,0.3187349730415492,0.7312818471686465,0.4664544420093647,0.7229317316245626,0.8313614595297302,,,0.7624512692022158,,,0.3451892141604481,0.8217784077105594,,0.7462927313564719,,-1
